순취득",수출,최종수요계,총수요계,총산출,수입,생산물세(수입),수입계,도소매마진,화물운임,총공급계,,
461,도시가스,8 ,23 ,178 ,11 ,19 ,3 ,351 ,208 ,42 ,0 ,0 ,543 ,"65,029 ","13,930 ","1,567 ","52,255 ","113,435 ","47,201 ","97,315 ","22,904 ","30,162 ","35,558 ","9,543 ","4,228 ","41,475 ","3,347 ","17,235 ","9,603 ","2,511 ","8,506 ","11,525 ",2 ,"88,893 ","41,351 ","4,087 ",53 ,"322,780 ","4,454 ","132,206 ","124,948 ","110,855 ","110,032 ","52,830 ","6,939 ","20,251 ","37,296 ","71,295 ","54,357 ","57,354 ","55,310 ","69,381 ","89,042 ","66,631 ","10,369 ","27,235 ","84,726 ","25,796 ","1,028,229 ","14,744 ","118,866 ","62,404 ","113,102 ","11,016 ","36,266 ","44,079 ","16,185 ","58,099 ","209,445 ","58,233 ","84,055 ","25,294 ","25,585 ","10,777 ","3,808 ","6,351 ","4,003 ","5,234 ","5,730 ","71,684 ","3,604 ","6,328 ","8,142 ","3,538 ","4,949 ","5,235 ","1,129 ","7,127 ","4,431 ","9,204 ","1,252 ","7,582 ","6,213 ","2,019 ","224,116 ",552 ,"110,061 ","40,915 ","1,549 ","2,881 ",430 ,"6,507 ","3,749 ","80,298 ","7,785,467 ","8,656 ","269,710 ","1,989 ","2,232 ","3,402 ","4,413 ","10,327 ","15,137 ",980 ,439 ,740 ,"6,894 ",275 ,"97,959 ","3,605 ","674,553 ","1,166 ","3,044 ","18,290 ","2,113 ","10,409 ","2,660 ","3,521 ","6,362 ","321,160 ","23,165 ","4,950 ","2,569 ","3,892 ","2,199 ",762 ,934 ,"2,310 ","3,747 ","5,308 ","10,272 ","14,172 ","5,987 ","8,494 ","42,967 ","2,955 ","49,076 ","302,730 ","3,209 ","6,794 ","6,186 ","5,653 ","3,067 ","5,842 ","4,524 ","114,737 ",931 ,"422,667 ","256,744 ","227,994 ","15,155 ","83,742 ","16,550 ","7,410 ","44,164 ",0 ,"15,779,549 ","7,687,438 ",0 ,0 ,0 ,0 ,0 ,"13,346 ","7,700,784 ","23,480,333 ","23,422,024 ","58,309 ",0 ,"58,309 ",0 ,0 ," 23,480,333 ",,
462,증기 및 온수 공급,0 ,0 ,0 ,0 ,0 ,0 ,0 ,553 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"7,063 ",0 ,0 ,0 ,0 ,"15,665 ","5,332 ",0 ,"2,838 ","1,808 ","148,331 ",797 ,0 ,"4,688 ",0 ,0 ,0 ,"200,472 ","14,577 ",0 ,0 ,"1,074,558 ","9,072 ","621,559 ","25,022 ","620,598 ","12,264 ","9,256 ","30,657 ","1,058 ","1,657 ","57,161 ",77 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"37,359 ",220 ,0 ,910 ,29 ,306 ,"3,357 ",0 ,295 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"13,307 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"161,843 ",0 ,0 ,"1,242,390 ",0 ,0 ,0 ,597 ,"13,278 ","17,323 ",0 ,446 ,26 ,819 ,7 ,"169,903 ",0 ,"2,309 ",141 ,825 ,21 ,"2,254 ","16,277 ","1,644 ",0 ,0 ,"26,553 ","1,684 ",56 ,0 ,"1,499 ",26 ,0 ,0 ,0 ,63 ,"8,724 ","6,770 ","23,955 ","9,556 ",0 ,"8,871 ",0 ,0 ,"73,507 ",0 ,47 ,"1,284 ",0 ,0 ,"1,257 ","1,865 ","9,583 ",0 ,"121,646 ","2,063 ","29,360 ",778 ,744 ,"58,987 ",0 ,"33,327 ",5 ,"4,973,159 ","1,386,153 ",0 ,0 ,0 ,0 ,0 ,"2,684 ","1,388,837 ","6,361,996 ","6,350,847 ","11,149 ",0 ,"11,149 ",0 ,0 ," 6,361,996 ",,
470,수도,37 ,109 ,439 ,"2,426 ","19,588 ",569 ,"11,349 ","9,461 ",135 ,108 ,1 ,"8,980 ","10,460 ","2,221 ",0 ,32 ,305 ,"1,315 ","2,024 ","1,975 ","1,323 ","2,787 ",162 ,523 ,919 ,"53,045 ","2,132 ","1,046 ",496 ,"1,426 ",816 ,132 ,"1,399 ","1,530 ","1,440 ",257 ,"12,556 ",256 ,"1,605 ","2,166 ","5,756 ",252 ,"1,394 ",724 ,264 ,"1,205 ","1,169 ","1,053 ","12,339 ",164 ,300 ,"2,120 ",715 ,607 ,"7,883 ","1,246 ",130 ,"34,938 ","1,833 ","16,402 ",833 ,"1,381 ",992 ,"12,458 ","10,096 ","22,300 ","5,161 ",604 ,"2,023 ",592 ,771 ,200 ,953 ,389 ,769 ,736 ,637 ,"1,011 ",512 ,"1,811 ",612 ,"1,209 ",609 ,809 ,573 ,"1,301 ","3,739 ","1,675 ",677 ,226 ,"1,098 ","1,473 ",807 ,"2,978 ",285 ,"14,612 ","1,496 ",424 ,99 ,356 ,"1,778 ","1,923 ","23,273 ","8,375 ",168 ,"3,551 ","10,765 ","11,608 ","19,269 ","52,558 ",310 ,"16,237 ","2,157 ","2,447 ","1,888 ","1,797 ",144 ,"75,933 ","1,231 ","25,756 ","2,164 ",194 ,"8,200 ","4,472 ","12,404 ","6,339 ",950 ,396 ,"247,060 ","54,558 ","24,564 ","1,687 ","9,428 ","5,537 ","1,641 ","11,013 ","2,211 ","7,702 ","16,309 ","31,800 ","88,568 ","21,840 ","25,471 ","17,295 ","7,689 ","116,909 ","269,625 ","1,552 ","49,701 ","34,044 ","17,340 ","24,891 ","28,139 ","34,195 ","172,918 ","3,889 ","128,353 ","269,246 ","52,439 ","23,848 ","52,422 ","11,857 ","4,479 ","107,875 ",39 ,"2,621,752 ","1,923,833 ",0 ,0 ,0 ,0 ,0 ,"2,787 ","1,926,620 ","4,548,372 ","4,534,103 ","14,269 ",0 ,"14,269 ",0 ,0 ," 4,548,372 ",,
480,폐수처리,0 ,0 ,"1,307 ",364 ,"4,054 ",41 ,"4,769 ","2,694 ",150 ,25 ,30 ,"1,260 ","76,735 ","35,682 ","2,107 ","5,144 ","8,652 ","17,648 ","11,653 ","7,630 ","7,744 ","22,511 ","1,098 ","4,495 ","9,008 ","52,956 ","4,574 ","4,580 ","15,938 ","1,954 ","8,961 ","2,948 ","9,407 ","3,995 ","9,496 ",411 ,"20,653 ","4,395 ","69,027 ","53,454 ","77,081 ","7,629 ","7,650 ","4,675 ","12,659 ","9,471 ","37,156 ","61,947 ","32,457 ",985 ,"9,258 ","13,439 ","3,407 ","1,122 ","11,594 ","25,550 ",508 ,"90,892 ","10,733 ","14,637 ","17,338 ","45,427 ","5,574 ","72,217 ","64,078 ","70,988 ","25,283 ","4,121 ",596 ,"14,812 ","15,192 ","1,294 ","5,644 ","8,770 ","7,483 ","7,648 ","5,132 ","4,623 ","5,126 ",565 ,"8,646 ","2,140 ","3,273 ","1,826 ","8,786 ",594 ,"14,297 ","3,050 ","2,230 ","2,004 ","9,549 ","2,516 ","4,055 ","20,578 ",515 ,"17,426 ","6,042 ","1,396 ",174 ,"1,565 ","4,838 ","4,436 ","99,172 ","67,007 ",902 ,"11,008 ","4,025 ","598,717 ","398,436 ","69,094 ","38,478 ","32,078 ","32,692 ","5,304 ","13,224 ","7,298 ","1,798 ","57,600 ","3,275 ","97,636 ",761 ,731 ,"4,939 ","41,724 ","35,299 ","10,109 ","3,048 ",56 ,"210,144 ","63,273 ","5,953 ","16,246 ","2,311 ",657 ,0 ,"2,387 ","19,612 ","13,959 ","15,267 ","1,530 ","9,183 ",94 ,0 ,"183,663 ","7,792 ","14,673 ","2,789 ",421 ,469 ,"8,360 ","2,739 ","27,923 ","3,343 ","2,572 ","589,021 ","14,726 ","447,104 ","429,833 ","200,287 ","52,748 ","66,975 ","1,851 ","13,848 ","75,887 ","6,153 ","5,570,451 ","1,549,464 ","1,578,036 ",0 ,0 ,0 ,0 ,"2,420 ","3,129,920 ","8,700,371 ","8,690,297 ","10,074 ",0 ,"10,074 ",0 ,0 ," 8,700,371 ",,
491,폐기물처리,0 ,0 ,"3,353 ","1,949 ","13,391 ",269 ,"13,246 ","12,505 ",206 ,8 ,282 ,"3,503 ","97,870 ","14,386 ","2,662 ","23,908 ","18,040 ","34,679 ","46,923 ","4,040 ","24,000 ","28,542 ","1,333 ","16,898 ","21,897 ","104,457 ","11,127 ","1,650 ","35,133 ","7,174 ","16,534 ","15,322 ","26,299 ","11,275 ","24,406 ",38 ,"28,636 ","10,978 ","48,702 ","203,329 ","156,311 ","25,447 ","47,283 ","8,089 ","48,159 ","45,320 ","128,779 ","122,633 ","100,421 ","6,170 ","40,316 ","39,587 ","11,334 ",241 ,"13,496 ","40,669 ","2,481 ","105,849 ","12,942 ","12,141 ","65,850 ","67,309 ","14,941 ","78,439 ","70,942 ","250,185 ","64,827 ","11,154 ","1,020 ","52,440 ","18,751 ","3,722 ","3,161 ","13,553 ","15,352 ","46,749 ","15,372 ","14,399 ","33,080 ","2,188 ","50,239 ","2,311 ","6,527 ","8,588 ","27,990 ","1,333 ","32,460 ","4,112 ","11,029 ","8,892 ","26,186 ","6,655 ","5,405 ","41,955 ",764 ,"48,836 ","40,308 ","5,364 ",555 ,800 ,"25,903 ","13,604 ","77,236 ","57,929 ",485 ,"10,745 ","4,708 ","364,385 ","387,456 ","2,098 ","9,379 ","15,334 ","11,710 ","5,412 ","20,952 ","13,969 ","4,773 ","38,210 ","8,979 ","157,992 ","1,490 ",192 ,"44,583 ","52,258 ","13,415 ","2,226 ",821 ,"1,299 ","1,445,009 ","209,895 ","47,557 ","46,933 ","16,138 ","7,123 ",0 ,"27,675 ","18,053 ","56,726 ","72,268 ","24,299 ","57,897 ",92 ,0 ,"1,071,819 ","44,316 ","227,340 ","19,827 ","5,243 ","32,436 ","66,013 ","22,225 ","118,785 ","35,559 ","33,763 ","287,788 ","23,056 ","644,083 ","1,089,105 ","89,058 ","15,427 ","130,441 ","1,340 ","223,957 ","92,978 ",607 ,"10,722,735 ","1,678,868 ","2,248 ",0 ,0 ,0 ,0 ,"21,081 ","1,702,197 ","12,424,932 ","12,402,102 ","22,830 ",0 ,"22,830 ",0 ,0 ," 12,424,932 ",,
492,자원재활용서비스,0 ,"1,248 ","2,349 ",0 ,"3,028 ",0 ,301 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"10,041 ",98 ,854 ,"170,213 ","116,473 ",0 ,0 ,"1,931 ",0 ,"12,642 ","1,515 ","23,702 ",575 ,"9,975 ","2,944 ","287,860 ","31,572 ",0 ,0 ,0 ,"46,965 ","86,867 ","46,892 ","40,130 ","4,485 ","1,890 ","23,715 ",437 ,"16,091 ","190,638 ","368,852 ","952,176 ","11,020 ","27,173 ","48,914 ","59,522 ","41,913 ","115,147 ","92,365 ","183,705 ","1,475,040 ","227,915 ","230,887 ","161,750 ","995,482 ","327,118 ","10,631 ","25,385 ","58,566 ",0 ,"5,640 ",0 ,"2,236 ","6,091 ",0 ,"3,649 ",0 ,0 ,0 ,0 ,0 ,0 ,"88,744 ",0 ,0 ,0 ,0 ,"6,736 ",0 ,0 ,644 ,0 ,"9,928 ","420,376 ",0 ,"1,753 ","10,855 ",0 ,"155,561 ","7,508 ",0 ,0 ,0 ,0 ,0 ,0 ,"152,222 ",0 ,0 ,0 ,258 ,27 ,0 ,"1,555 ","6,277 ",1 ,332 ,"47,973 ",866 ,60 ,205 ,0 ,"25,654 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"81,090 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,859 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,653 ,0 ,"7,588,745 ",0 ,0 ,0 ,0 ,0 ,0 ,"368,704 ","368,704 ","7,957,449 ","7,957,449 ",0 ,0 ,0 ,0 ,0 ," 7,957,449 ",,
501,주거용 건물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"86,369,230 ","1,122,276 ","370,730 ",0 ,0 ,"87,862,236 ","87,862,236 ","87,862,236 ",0 ,0 ,0 ,0 ,0 ," 87,862,236 ",,
502,비주거용 건물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"64,563,908 ","28,666,155 ",0 ,0 ,0 ,"93,230,063 ","93,230,063 ","93,230,063 ",0 ,0 ,0 ,0 ,0 ," 93,230,063 ",,
503,건축보수,"20,510 ","13,758 ","13,235 ","6,783 ","59,840 ","38,061 ","34,972 ","2,545 ",499 ,584 ,393 ,"43,387 ","12,376 ","4,951 ","5,755 ","2,600 ","4,756 ","26,927 ","88,218 ","12,417 ","7,573 ","9,978 ","1,415 ","1,602 ","7,814 ","5,483 ","6,118 ","7,202 ","1,213 ","24,633 ","5,636 ","2,326 ","20,067 ","14,775 ","20,655 ","6,160 ","189,919 ","4,137 ","18,727 ","16,854 ","155,589 ","6,546 ","16,287 ","7,269 ","9,161 ","22,276 ","11,946 ","43,394 ","142,980 ","1,390 ","12,505 ","31,075 ","2,668 ","1,227 ","15,181 ","14,511 ","8,370 ","134,281 ","8,244 ","9,854 ","52,412 ","34,510 ","11,760 ","58,907 ","34,774 ","43,728 ","88,908 ","106,822 ","8,190 ","1,880 ","8,447 ",391 ,376 ,"1,818 ","20,064 ","1,128 ","13,496 ","54,282 ","3,594 ","31,196 ","6,893 ","50,995 ","5,663 ","13,770 ","20,500 ","7,637 ","17,859 ","7,203 ","7,771 ","5,292 ","12,510 ","20,275 ","10,735 ","4,149 ",707 ,"22,064 ","2,764 ","3,494 ",361 ,"2,011 ","15,673 ","10,444 ","28,304 ","383,006 ","17,974 ","210,148 ","29,655 ","77,912 ","67,169 ","6,190 ","9,230 ","13,704 ","2,619 ","1,670 ","4,480 ","4,936 ",136 ,"702,209 ","1,077 ","21,764 ","12,195 ","2,115 ","117,498 ","28,339 ","46,152 ","23,520 ","10,543 ","11,735 ","950,721 ","189,021 ","102,741 ","61,580 ","6,222 ","13,886 ","259,179 ","24,916 ","1,114 ","32,937 ","39,213 ","39,403 ","12,260 ","12,778 ","6,356,199 ","2,879,901 ","56,328 ","699,809 ","429,418 ","9,568 ","15,252 ","106,759 ","386,146 ","35,846 ","9,121 ","89,044 ","1,597,364 ","54,435 ","268,213 ","121,265 ","65,810 ","71,841 ","143,689 ","198,737 ","7,818 ","62,158 ","12,769 ","19,502,802 ",0 ,0 ,0 ,0 ,0 ,0 ,"11,874 ","11,874 ","19,514,676 ","19,513,385 ","1,291 ",0 ,"1,291 ",0 ,0 ," 19,514,676 ",,
511,교통시설 건설,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"6,619,148 ","17,463,035 ",0 ,0 ,0 ,"24,082,183 ","24,082,183 ","24,082,183 ",0 ,0 ,0 ,0 ,0 ," 24,082,183 ",,
512,일반토목시설 건설,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,717,548 ","15,386,050 ",0 ,0 ,0 ,"18,103,598 ","18,103,598 ","18,103,598 ",0 ,0 ,0 ,0 ,0 ," 18,103,598 ",,
513,산업시설 건설,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"24,351,911 ","3,792,491 ",0 ,0 ,0 ,"28,144,402 ","28,144,402 ","28,144,402 ",0 ,0 ,0 ,0 ,0 ," 28,144,402 ",,
519,기타 건설,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"9,932,297 ","171,275 ",0 ,0 ,"157,437 ","10,261,009 ","10,261,009 ","10,261,009 ",0 ,0 ,0 ,0 ,0 ," 10,261,009 ",,
520,도소매 및 상품중개서비스,"387,369 ","825,193 ","148,249 ","624,621 ","897,217 ","109,679 ","385,524 ","52,212 ","3,582 ",712 ,"1,055 ","67,757 ","2,011,844 ","1,304,671 ","508,347 ","151,489 ","1,346,777 ","1,080,872 ","2,107,441 ","1,340,648 ","433,869 ","873,162 ","111,317 ","99,043 ","409,574 ","73,949 ","1,148,203 ","3,417,381 ","614,046 ","349,819 ","309,979 ","9,773 ","547,387 ","1,289,705 ","706,181 ","11,636 ","1,510,871 ","235,366 ","879,886 ","720,869 ","1,207,410 ","126,455 ","2,483,655 ","397,923 ","372,771 ","1,427,639 ","1,052,911 ","687,490 ","2,656,370 ","352,074 ","350,081 ","294,948 ","144,516 ","86,057 ","923,354 ","419,797 ","76,994 ","1,117,716 ","213,825 ","788,938 ","734,962 ","632,066 ","168,627 ","1,443,518 ","457,946 ","804,743 ","1,220,524 ","2,996,651 ","1,688,516 ","391,750 ","536,413 ","715,988 ","3,578,360 ","407,523 ","1,886,517 ","485,682 ","340,297 ","1,158,595 ","1,076,715 ","456,815 ","910,441 ","1,559,456 ","278,183 ","424,393 ","397,228 ","584,051 ","1,310,544 ","621,679 ","824,058 ","319,293 ","195,207 ","705,449 ","714,867 ","4,951,918 ","115,542 ","3,816,510 ","1,570,738 ","73,213 ","126,699 ","197,871 ","1,528,758 ","1,035,952 ","1,927,398 ","961,552 ","701,931 ","197,803 ","96,406 ","369,345 ","311,062 ","73,007 ","3,441,633 ","3,788,362 ","1,032,173 ","601,447 ","540,991 ","851,015 ","303,073 ","15,421,249 ","7,301 ","1,122,330 ","191,627 ","67,684 ","299,611 ","152,234 ","424,619 ","154,235 ","18,896 ","268,357 ","12,934,074 ","513,911 ","6,235,580 ","161,711 ","116,620 ","115,158 ","1,192,417 ","519,034 ","465,852 ","300,931 ","123,471 ","191,707 ","156,587 ","98,459 ","25,701 ","195,955 ","428,757 ","1,629,362 ","2,180,520 ","60,617 ","116,897 ","782,640 ","610,831 ","681,711 ","227,739 ","521,024 ","2,121,819 ","54,544 ","2,184,534 ","10,102,283 ","1,418,191 ","392,647 ","1,019,530 ","800,870 ","1,175,612 ","1,499,085 ","38,953 ","170,453,132 ","121,013,089 ",0 ,"17,894,722 ","1,803,508 ","367,167 ","988,248 ","36,069,987 ","178,136,721 ","348,589,853 ","344,751,053 ","3,838,800 ",0 ,"3,838,800 ",0 ,0 ," 348,589,853 ",,
