순취득",수출,최종수요계,총수요계,,
273,냉간압연강재,0 ,0 ,0 ,"1,168 ",237 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,328 ",0 ,18 ,0 ,0 ,262 ,"13,078 ",0 ,45 ,"5,977 ","2,742 ","2,592,362 ","4,196 ","7,774 ","9,373 ","87,026 ","153,966 ","270,460 ","62,100 ","3,479 ","2,234 ",151 ,109 ,"4,730 ","1,071 ",309 ,"38,778 ",22 ,"43,951 ","37,523 ","1,781 ","1,220 ","16,909 ","34,460 ","5,025 ","8,160 ","9,551 ","3,650 ","8,586 ","4,452 ","9,156 ","3,649 ","4,258 ","1,937 ","6,915 ","1,044,877 ","29,902 ","1,154,545 ","18,538 ","21,947 ",846 ,"29,330 ","35,499 ","9,863 ","75,885 ",404 ,0 ,0 ,0 ,0 ,0 ,0 ,"14,394 ","18,946 ","4,894 ","7,134 ","35,669 ","3,257 ","8,566 ",0 ,0 ,216 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"145,178 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,"2,249 ",0 ,0 ,0 ,894 ,0 ,2 ,"6,127,221 ",233 ,0 ,0 ,0 ,"-143,235 ",0 ,"5,003,157 ","4,860,155 ","10,987,376 ",,
279,기타 철강1차제품,0 ,119 ,12 ,485 ,191 ,0 ,132 ,163 ,988 ,2 ,355 ,"2,062 ",9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,278 ,59 ,0 ,0 ,481 ,0 ,6 ,220 ,"1,262 ",0 ,16 ,"3,732 ",115 ,259 ,104 ,"3,075 ",0 ,23 ,170 ,221 ,71 ,"2,532 ",848 ,"2,963 ",6 ,"1,683 ",514 ,157 ,"3,495 ","36,913 ","9,823 ",502 ,"1,409,457 ","5,943 ","1,239,035 ",205 ,"10,224 ","12,176 ","1,696,223 ","561,034 ","1,395,681 ","1,667,762 ","253,772 ","98,257 ","7,520 ","61,028 ","2,437 ","1,582 ","13,621 ","58,652 ","1,678 ","254,371 ","685,424 ","14,928 ","8,252 ","197,480 ","217,586 ","26,800 ","71,079 ","89,392 ","268,843 ","499,787 ","538,728 ","106,755 ","101,781 ","408,633 ","146,599 ","160,247 ","910,681 ","70,686 ","1,612,774 ","454,445 ","7,415 ","1,960 ","8,505 ","200,345 ","36,772 ","143,345 ","3,433 ","4,196 ",747 ,0 ,0 ,"1,387 ",116 ,"399,055 ","793,430 ","307,290 ","120,373 ","183,117 ","398,824 ","144,069 ",0 ,2 ,35 ,7 ,9 ,0 ,90 ,"8,278 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,227 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"81,311 ",0 ,0 ,0 ,"5,254 ",0 ,0 ,0 ,0 ,232 ,0 ,0 ,0 ,"3,869 ",0 ,0 ,0 ,421 ,0 ,12 ,"18,269,730 ",626 ,0 ,0 ,0 ,"-308,075 ",0 ,"6,727,005 ","6,419,556 ","24,689,286 ",,
281,비철금속괴,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-17 ,0 ,0 ,-98 ,0 ,-330 ,0 ,0 ,-446 ,-18 ,0 ,"-2,071 ",-158 ,-52 ,-129 ,0 ,-24 ,-34 ,-8 ,-115 ,149 ,-244 ,0 ,0 ,0 ,-13 ,-993 ,-69 ,-30 ,"-2,111 ",-208 ,"24,805 ","28,351 ",-775 ,"-1,115 ","125,862 ",320 ,"41,209 ","6,312 ","266,007 ",-88 ,"15,995 ",7 ,-75 ,"-9,085 ","81,983 ",236 ,-5 ,"-4,123 ","-3,997 ","-20,478 ","19,922 ","1,325,628 ","1,211,636 ","4,519,804 ","542,716 ","127,933 ","-49,606 ","287,464 ","233,446 ","1,142,620 ","-1,834 ","2,161 ","32,340 ","2,767 ","1,659 ","-14,704 ","104,661 ","1,104 ","-7,108 ","-9,187 ","1,618,251 ","1,715,726 ","4,820 ","4,806 ","1,807 ",414 ,"33,785 ",977 ,"3,982 ","-23,455 ",597 ,325 ,"11,904 ",645 ,828 ,"17,315 ",-145 ,"471,143 ","4,899 ","-1,564 ","-1,351 ",299 ,"1,819 ","560,875 ","168,238 ",-993 ,0 ,0 ,0 ,"-9,616 ",0 ,"-30,416 ",0 ,0 ,0 ,"-2,910 ","-21,175 ","-44,759 ","-12,777 ","-4,553 ",-104 ,"-4,496 ",0 ,0 ,0 ,0 ,-758 ,-316 ,0 ,0 ,-13 ,-23 ,"-7,242 ",-731 ,0 ,0 ,0 ,0 ,"-1,261 ",0 ,0 ,0 ,0 ,0 ,0 ,-710 ,-84 ,"6,248 ",0 ,-111 ,0 ,753 ,0 ,0 ,0 ,0 ,56 ,0 ,-216 ,"199,016 ",-14 ,-4 ,"-1,131 ","-9,780 ","-1,049 ",0 ,293 ,"14,665,813 ","-147,652 ",0 ,"-493,652 ","-7,396 ","93,157 ","266,211 ","8,606,778 ","8,317,446 ","22,983,259 ",,
282,비철금속 1차제품,0 ,0 ,402 ,0 ,0 ,"1,223 ","3,168 ",0 ,128 ,0 ,0 ,0 ,"6,035 ",0 ,0 ,0 ,726 ,0 ,"2,547 ",0 ,"1,239 ",108 ,0 ,0 ,0 ,653 ,293 ,0 ,0 ,0 ,171 ,0 ,"2,492 ","3,875 ",834 ,"2,466 ","13,494 ",906 ,"2,947 ","6,217 ","3,459 ",0 ,"4,320 ","1,362 ","4,598 ","3,801 ","197,084 ","7,368 ","146,064 ",770 ,"7,507 ","2,286 ","7,556 ",366 ,"1,015 ","8,297 ","2,529 ","24,855 ","1,084 ","4,697 ","161,301 ","251,954 ","77,800 ","1,738,560 ","228,042 ","323,064 ","1,184,199 ","692,028 ","34,364 ","614,857 ","138,796 ","1,181 ","1,229 ","9,027 ","50,643 ","2,867 ","222,642 ","620,815 ","425,180 ","1,897,404 ","52,687 ","424,262 ","20,649 ","85,736 ","155,671 ","21,332 ","306,114 ","103,041 ","12,317 ","10,550 ","28,174 ","101,242 ","56,230 ","26,968 ","12,747 ","305,720 ","7,738 ","1,321 ","57,849 ","14,546 ","118,597 ","131,928 ","103,768 ","15,863 ","6,845 ",0 ,651 ,"15,148 ","3,689 ","5,616 ","211,896 ","246,631 ","51,541 ","28,847 ","3,594 ","10,633 ","13,004 ","1,823 ",0 ,0 ,0 ,"3,581 ","5,207 ",0 ,"6,557 ",0 ,0 ,0 ,"20,090 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,30 ,0 ,"27,971 ",0 ,0 ,0 ,627 ,0 ,0 ,0 ,0 ,129 ,0 ,"1,482 ","12,830 ",992 ,3 ,0 ,0 ,186 ,0 ,9 ,"12,009,557 ","5,599 ",0 ,0 ,0 ,"-80,138 ",0 ,"7,067,901 ","6,993,362 ","19,002,919 ",,
290,금속 주물,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,491 ",0 ,0 ,0 ,0 ,"73,524 ",0 ,"7,230 ",0 ,"9,507 ","72,514 ","372,075 ","136,620 ","346,124 ","482,616 ","64,982 ",430 ,"3,641 ","29,677 ",443 ,299 ,"1,787 ","48,102 ",511 ,"47,276 ","176,307 ","5,345 ","69,005 ","47,898 ","117,647 ","220,191 ","388,063 ","543,334 ","164,797 ","184,289 ","281,254 ","234,337 ","43,622 ","615,234 ","52,144 ","126,111 ","5,987 ","2,056 ","711,333 ","10,120 ",0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,"73,311 ",0 ,0 ,0 ,"16,340 ","25,301 ","16,059 ","18,875 ","75,031 ","9,918 ","4,728 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,83 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,286 ,0 ,0 ,"1,060 ",0 ,0 ,0 ,0 ,0 ,0 ,1 ,"5,938,919 ",0 ,0 ,0 ,0 ,"-56,718 ",0 ,"162,183 ","105,465 ","6,044,384 ",,
301,구조용 금속제품 및 탱크,0 ,490 ,94 ,"3,448 ","8,303 ",5 ,"6,881 ",114 ,"8,819 ","4,099 ","1,554 ","21,635 ",573 ,117 ,0 ,487 ,"6,810 ","8,083 ","6,961 ",59 ,0 ,"1,535 ",0 ,1 ,479 ,65 ,215 ,"1,104 ",242 ,796 ,"16,374 ",175 ,915 ,227 ,352 ,141 ,"1,529,738 ","61,757 ","116,275 ","59,501 ","87,566 ",36 ,479 ,"1,369 ","8,569 ","5,586 ",902 ,"3,249 ","64,525 ",27 ,143 ,"2,368 ","2,118 ","1,900 ","14,874 ","6,988 ",145 ,"21,674 ",944 ,"4,230 ",832 ,"1,302 ","10,672 ","3,761,368 ","68,704 ","18,230 ","65,835 ","18,473 ","3,993 ",396 ,"2,173 ","1,771 ",795 ,"1,784 ","13,882 ","1,482 ","2,578 ","12,641 ",652 ,"3,135 ","16,739 ","3,991 ","46,389 ","11,714 ","12,044 ","48,594 ","55,875 ","34,352 ","10,650 ","1,678 ","3,502 ","43,311 ","13,565 ","10,875 ","20,210 ","8,747 ","3,081,522 ","16,393 ","5,067 ","27,061 ","18,407 ","8,282 ","140,872 ","234,032 ","53,015 ","25,867 ","1,364 ","148,395 ","23,800 ","5,195 ","5,239,123 ","6,343,757 ","1,489,075 ","1,500,667 ","480,368 ","1,087,284 ","417,303 ","254,540 ",529 ,"3,638 ","22,250 ",453 ,"62,980 ","28,243 ","99,369 ","17,670 ",0 ,"5,917 ","207,247 ","29,101 ","1,864 ",421 ,24 ,0 ,"3,408 ",0 ,0 ,274 ,214 ,0 ,0 ,0 ,"7,701 ","13,567 ","2,217 ","66,934 ",0 ,"2,878 ",295 ,"100,172 ","41,905 ","42,868 ","31,228 ","93,976 ","26,472 ","7,598 ","57,676 ","22,512 ","228,290 ","27,348 ","101,688 ",0 ,851 ,0 ,"9,837 ","28,400,054 ","43,913 ",0 ,"4,092,130 ","54,457 ","-119,333 ",0 ,"2,988,799 ","7,059,966 ","35,460,020 ",,
302,"금속단조, 야금 및 압형제품","1,551 ","1,526 ",852 ,566 ,"1,388 ",54 ,"1,400 ",399 ,96 ,103 ,0 ,"18,727 ","1,175 ",214 ,365 ,349 ,"1,451 ","1,115 ","2,405 ",12 ,"1,946 ",9 ,131 ,361 ,899 ,93 ,"1,061 ","3,032 ","2,979 ",665 ,"3,730 ",0 ,"1,210 ","2,066 ","1,779 ",766 ,"2,834 ",198 ,"2,769 ","1,185 ","2,445 ",585 ,"16,639 ",206 ,445 ,"43,988 ",328 ,749 ,"7,962 ","2,050 ","63,811 ","9,475 ",428 ,0 ,"14,301 ","2,521 ",205 ,"9,099 ",373 ,"6,520 ",779 ,"4,104 ",838 ,"174,100 ","166,385 ","302,604 ","406,280 ","7,969 ","4,540 ",472 ,"9,832 ",718 ,"191,280 ","13,221 ","294,423 ","2,641 ","9,121 ","22,949 ",170 ,"1,907 ","286,666 ","16,324 ","858,862 ","52,278 ","105,817 ","45,035 ","46,081 ","42,891 ","39,472 ","13,548 ","70,447 ","30,215 ","51,815 ","2,331,001 ","57,725 ","3,395,822 ","97,678 ","4,215 ","15,884 ","6,411 ","92,687 ","18,250 ","53,323 ","89,845 ","3,838 ",0 ,0 ,"10,375 ","6,311 ","2,575 ","5,781 ","3,968 ","6,173 ","6,884 ","3,946 ","7,360 ","2,656 ","219,303 ",26 ,"16,983 ","1,752 ",203 ,"9,695 ","1,227 ","18,958 ","7,391 ",147 ,"5,561 ","197,530 ","17,214 ",479 ,104 ,18 ,90 ,"1,336 ",13 ,36 ,929 ,432 ,848 ,122 ,534 ,0 ,756 ,"10,203 ","5,941 ","7,780 ","1,052 ",770 ,"5,562 ","8,060 ","3,140 ","3,087 ","3,132 ","2,579 ",0 ,"33,852 ",54 ,"27,010 ","2,629 ","1,457 ","14,098 ","392,447 ","5,641 ",164 ,"10,770,428 ",0 ,0 ,0 ,0 ,"81,333 ",0 ,"589,760 ","671,093 ","11,441,521 ",,
303,금속처리 및 가공품,23 ,121 ,77 ,"1,478 ",904 ,63 ,"1,094 ",522 ,334 ,57 ,41 ,"2,896 ","3,162 ","1,756 ",8 ,106 ,248 ,"1,577 ","17,072 ",346 ,"10,053 ",682 ,0 ,116 ,"2,522 ","1,994 ","6,005 ","9,863 ","3,211 ","11,204 ","8,094 ",219 ,"2,814 ","7,303 ","6,862 ",58 ,"51,385 ",391 ,"1,776 ","2,404 ","8,391 ","1,599 ","76,548 ","1,853 ",610 ,"13,796 ","2,088 ","28,754 ","72,453 ","2,023 ","64,904 ","27,086 ","3,984 ",843 ,"19,044 ","5,821 ",513 ,"169,962 ","16,875 ","118,953 ","23,454 ","160,946 ","161,839 ","2,056,734 ","713,910 ","1,707,681 ","2,264,215 ","146,007 ","21,100 ","70,326 ","173,465 ",964 ,"2,797 ","26,243 ","524,004 ","14,970 ","257,337 ","995,128 ","12,516 ","231,798 ","388,702 ","915,821 ","278,777 ","636,903 ","1,375,643 ","1,001,730 ","1,244,268 ","1,038,569 ","617,955 ","534,474 ","1,394,960 ","1,427,986 ","1,133,742 ","160,799 ","34,023 ","2,409,247 ","1,302,583 ","143,191 ","63,723 ","101,109 ","93,833 ","67,021 ","219,586 ","12,305 ",244 ,417 ,11 ,"2,050 ","2,787 ","1,267 ","2,881 ","13,114 ","10,041 ","7,106 ","4,402 ","4,752 ",306 ,"31,001 ",4 ,361 ,631 ,88 ,"2,280 ",340 ,"2,990 ","1,416 ",46 ,683 ,"21,637 ","6,099 ",583 ,179 ,48 ,578 ,"1,136 ","4,118 ",83 ,856 ,"3,116 ","6,986 ",690 ,"1,374 ",0 ,439 ,"14,166 ","66,606 ","13,546 ",316 ,"1,014 ","4,127 ","11,088 ","1,250 ","2,874 ","7,893 ",52 ,"1,810 ","6,702 ","1,728 ","2,124 ","1,599 ","1,175 ","5,959 ","89,872 ","1,234 ",43 ,"27,329,643 ",0 ,0 ,0 ,0 ,"-54,122 ",0 ,"77,318 ","23,196 ","27,352,839 ",,
309,기타 금속가공제품,"7,994 ","4,577 ","4,756 ","6,484 ","8,126 ","15,381 ","7,473 ","5,494 ","1,358 ",294 ,509 ,"20,758 ","215,305 ","184,636 ","1,352 ","22,681 ","4,177 ","70,366 ","239,523 ","6,535 ","280,471 ","635,683 ","1,919 ","1,723 ","8,167 ","7,116 ","22,166 ","9,283 ","24,440 ","137,649 ","163,821 ","1,346 ","31,130 ","46,283 ","30,422 ","3,822 ","773,279 ","208,321 ","65,404 ","61,704 ","156,411 ","4,023 ","150,508 ","13,584 ","178,629 ","93,419 ","51,723 ","61,554 ","289,358 ","1,797 ","215,722 ","34,870 ","17,714 ","5,994 ","265,581 ","79,219 ","1,774 ","153,539 ","13,189 ","62,913 ","28,320 ","150,754 ","95,519 ","1,080,306 ","379,515 ","755,265 ","999,398 ","36,098 ","7,228 ","10,443 ","33,112 ","7,328 ","7,106 ","15,024 ","134,732 ","9,466 ","87,314 ","227,359 ","3,417 ","52,018 ","122,738 ","184,554 ","144,390 ","138,004 ","283,507 ","151,924 ","225,215 ","93,854 ","93,889 ","101,463 ","296,425 ","187,816 ","227,955 ","206,347 ","26,039 ","671,011 ","183,360 ","37,911 ","14,440 ","68,338 ","843,418 ","102,204 ","424,043 ","98,083 ","89,497 ","64,997 ","1,764 ","148,757 ","37,586 ","17,841 ","306,337 ","369,894 ","154,250 ","130,155 ","146,830 ","99,550 ","84,548 ","570,367 ",74 ,"13,407 ","16,772 ",631 ,"66,633 ","33,212 ","120,048 ","60,082 ","1,720 ","17,981 ","579,202 ","73,527 ","10,195 ","7,886 ","3,162 ","8,671 ","15,254 ","73,447 ","1,576 ","23,544 ","23,292 ","47,483 ","12,511 ","19,994 ","13,181 ","14,838 ","28,554 ","374,909 ","121,344 ","5,642 ","21,805 ","91,040 ","232,596 ","87,630 ","86,587 ","86,447 ","1,454,821 ","4,887 ","316,891 ","40,477 ","74,152 ","19,580 ","40,989 ","84,771 ","275,877 ","39,508 ","6,621 ","21,215,923 ","876,392 ",0 ,"114,787 ","1,674,609 ","-78,276 ",0 ,"7,578,203 ","10,165,715 ","31,381,638 ",,
310,반도체,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,89 ,0 ,0 ,0 ,118 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,170 ,157 ,"11,624 ",0 ,0 ,0 ,8 ,0 ,322 ,0 ,902 ,0 ,0 ,0 ,"1,075 ",0 ,"11,775 ",0 ,0 ,"2,354 ",271 ,0 ,0 ,0 ,0 ,"1,141 ",652 ,6 ,0 ,576 ,34 ,"27,392 ","27,493 ",0 ,"54,443 ","10,301,952 ","2,613,859 ",940 ,"287,068 ","4,042,492 ","765,140 ","286,418 ","992,471 ","68,613 ","166,222 ","654,218 ","7,510 ","86,190 ","226,388 ","1,288,314 ","10,681 ","15,016 ",11 ,"151,100 ","54,639 ","158,876 ","7,698 ","40,199 ",11 ,"566,428 ","219,567 ","20,973 ",439 ,"140,904 ",505 ,"9,873 ","5,015 ","11,253 ","5,713 ","36,905 ","238,676 ","24,306 ",0 ,0 ,0 ,0 ,0 ,"5,400 ",0 ,0 ,0 ,0 ,0 ,131 ,"2,136 ","92,541 ",0 ,0 ,0 ,87 ,"1,644 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"45,031 ","17,832 ","15,871 ","189,219 ","277,450 ","724,240 ",260 ,"34,602 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,067,139 ","124,418 ","17,087 ",0 ,"33,655 ","102,981 ",0 ,0 ,0 ,"1,469 ",0 ,0 ,0 ,0 ,170 ,"2,610 ",0 ,"176,312 ",0 ,"8,862 ","27,588,332 ","2,804 ",0 ,0 ,0 ,"1,380,849 ",0 ,"96,178,909 ","97,562,562 ","125,150,894 ",,
320,전자표시장치,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,461 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,161 ,"38,285 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,184 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"106,391 ",0 ,0 ,"71,706 ","61,884 ","8,413,879 ",726 ,"1,588,288 ","768,576 ","4,253,256 ","1,715,100 ","2,052,641 ","141,611 ","10,618 ","423,244 ","1,603 ","171,013 ","1,629,096 ","158,244 ","3,963 ","67,325 ",0 ,"121,100 ","217,159 ","369,773 ","28,270 ","75,025 ","5,065 ","838,815 ","302,210 ",0 ,0 ,"913,794 ",519 ,453 ,"1,206 ","13,894 ","1,640 ","96,804 ","926,742 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"20,496 ",0 ,890 ,0 ,"2,582 ",228 ,0 ,0 ,0 ,0 ,622 ,"1,266 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"3,957 ","1,081 ","2,035 ","4,323 ","12,979 ","33,388 ",947 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"803,929 ",0 ,313 ,0 ,"5,085 ",0 ,0 ,0 ,0 ,"4,998 ",0 ,"52,160 ",0 ,0 ,85 ,0 ,0 ,"543,388 ",0 ,"21,105 ","27,106,595 ",0 ,0 ,0 ,0 ,"-39,104 ",0 ,"24,415,316 ","24,376,212 ","51,482,807 ",,
331,인쇄회로기판,0 ,0 ,0 ,0 ,0 ,0 ,25 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,14 ,"3,356 ",660 ,0 ,0 ,0 ,7 ,82 ,45 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,37 ,0 ,0 ,0 ,93 ,0 ,87 ,"2,407 ","1,222 ",906 ,0 ,313 ,0 ,"2,470 ",0 ,0 ,"1,294 ","1,924,973 ","833,547 ","2,942,100 ","152,402 ","212,610 ","14,391 ","144,229 ","414,423 ",964 ,"15,843 ","358,892 ","4,257 ","12,326 ","111,622 ","164,798 ",313 ,796 ,27 ,"7,493 ","8,926 ","8,894 ","1,430 ","7,519 ",0 ,"220,695 ","8,390 ",771 ,15 ,"125,668 ",115 ,"2,922 ",192 ,"3,549 ",109 ,"1,333 ","42,334 ","1,445 ",0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,55 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"5,177 ","12,731 ","9,119 ","43,187 ","3,899 ","217,241 ",0 ,"4,148 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,"15,578 ",0 ,0 ,0 ,"87,555 ","5,922 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"85,752 ",0 ,627 ,"8,254,334 ","30,361 ",0 ,0 ,0 ,"50,995 ",0 ,"5,578,750 ","5,660,106 ","13,914,440 ",,
339,기타 전자부품,45 ,11 ,112 ,161 ,"1,094 ",141 ,578 ,331 ,4 ,0 ,0 ,880 ,"1,352 ",181 ,0 ,0 ,108 ,835 ,"1,341 ",221 ,134 ,204 ,0 ,47 ,876 ,587 ,382 ,605 ,262 ,"2,781 ",355 ,142 ,"2,343 ","2,048 ","9,018 ","1,188 ","12,267 ",85 ,532 ,611 ,"2,836 ",186 ,732 ,123 ,592 ,"1,074 ","3,956 ","2,176 ","7,292 ",35 ,438 ,"4,727 ",119 ,121 ,"3,043 ",404 ,27 ,"12,746 ",898 ,"2,463 ",705 ,"2,135 ",785 ,"17,131 ","7,892 ","3,112 ","20,303 ","774,741 ","88,676 ","7,527 ","234,405 ","174,279 ","156,036 ","82,255 ","815,498 ","27,868 ","286,398 ","535,864 ","1,521 ","70,112 ","113,954 ","288,207 ","14,276 ","432,951 ",804 ,"41,837 ","77,502 ","44,328 ","7,830 ","31,069 ",967 ,"270,573 ","27,604 ","270,156 ","6,613 ","834,040 ","1,376 ","6,125 ","1,204 ","17,099 ","1,374 ","12,781 ","159,591 ","23,507 ",550 ,"3,579 ",303 ,"7,569 ","8,759 ","3,679 ","6,106 ","6,091 ","4,181 ","1,098 ","1,206 ","8,909 ","2,867 ","75,487 ",484 ,"4,729 ","1,842 ",205 ,"32,283 ","4,189 ","16,249 ","2,853 ","1,303 ","37,807 ","35,458 ","6,134 ","51,682 ","76,500 ","7,033 ","54,301 ","173,815 ","105,579 ",317 ,"75,873 ","20,922 ","100,239 ","9,093 ","1,697 ",0 ,"9,285 ","54,433 ","587,247 ","580,144 ","22,220 ","4,626 ","82,291 ","32,595 ","6,479 ","28,047 ","50,343 ","224,660 ","13,921 ","201,256 ","47,845 ","115,361 ","88,312 ","16,670 ","89,630 ","299,555 ","3,385 ","4,244 ","9,592,381 ","108,425 ",0 ,0 ,0 ,"91,152 ",0 ,"5,210,001 ","5,409,578 ","15,001,959 ",,
340,컴퓨터 및 주변기기,"3,458 ","2,588 ","1,190 ",553 ,"2,046 ",257 ,247 ,457 ,3 ,1 ,0 ,486 ,258 ,12 ,247 ,186 ,97 ,258 ,475 ,60 ,205 ,11 ,263 ,61 ,117 ,71 ,87 ,109 ,50 ,364 ,155 ,56 ,750 ,"1,098 ","40,220 ",28 ,"44,196 ",214 ,"1,355 ",393 ,"3,986 ",262 ,"1,229 ",275 ,455 ,"1,382 ",279 ,952 ,"2,548 ",24 ,207 ,739 ,56 ,99 ,463 ,391 ,18 ,"2,805 ",145 ,115 ,134 ,233 ,148 ,"1,024 ","1,104 ","1,229 ","3,524 ","3,098 ","1,364 ",114 ,"2,409 ","180,790 ",186 ,"13,114 ","13,849 ",555 ,"1,280 ","3,012 ",28 ,993 ,"2,413 ","2,049 ",116 ,239 ,378 ,547 ,772 ,675 ,263 ,197 ,425 ,"16,224 ","1,117 ","12,219 ",866 ,"12,063 ",578 ,"2,500 ",139 ,"10,444 ",512 ,"1,176 ","25,911 ","2,804 ","2,236 ","5,002 ",119 ,"1,455 ","2,330 ","2,381 ",349 ,709 ,392 ,266 ,181 ,286 ,14 ,"40,930 ",2 ,185 ,552 ,91 ,"3,395 ",871 ,"3,929 ","1,898 ","3,595 ","4,012 ","23,112 ","1,268 ","3,790 ","18,868 ","6,079 ","116,643 ","484,370 ","147,001 ",204 ,"1,089 ","8,686 ","11,718 ","5,012 ","7,024 ",0 ,"8,533 ","50,028 ","115,244 ","220,012 ",233 ,"3,664 ","39,600 ","10,265 ","3,409 ","10,203 ","23,659 ","51,744 ","13,170 ","93,996 ","25,337 ","57,952 ","13,278 ","2,063 ","37,167 ","24,305 ","2,609 ","1,636 ","2,160,078 ","843,434 ",0 ,"851,737 ","600,357 ","295,795 ",0 ,"13,373,674 ","15,964,997 ","18,125,075 ",,
